time,open,high,low,close,volume,open_interest,Pct_Change,Cumulative_Decline,Threshold,Significant,EMA,Rolling_StdDev
2002-02-25 00:00:00+05:30,11.5,11.6,11.5,11.57,189680,0,0.25996533795495935,-0.41866753530811485,-2.255005722815299,No,0.19380485253759963,1.2244052876764493
2002-02-26 00:00:00+05:30,11.66,11.9,11.63,11.83,315610,0,2.2471910112359605,-0.41866753530811485,-2.195535295211954,No,0.38936543908030063,1.2924503671461274
2002-02-27 00:00:00+05:30,11.9,11.95,11.7,11.77,356780,0,-0.5071851225697421,0.0,-2.2271596101821074,No,0.3039796713041061,1.2655696407431067
2002-02-28 00:00:00+05:30,11.82,11.87,11.3,11.4,298660,0,-3.143585386576031,-3.143585386576031,-2.9888906559173343,Yes,-0.02435985801781171,1.4822653989497614
2002-03-01 00:00:00+05:30,11.55,11.72,11.33,11.62,126590,0,1.9298245614034926,-1.2137608251725385,-2.882562634967557,No,0.1617529438318363,1.5221577893996965
2002-03-04 00:00:00+05:30,11.76,11.85,11.65,11.66,137580,0,0.3442340791738552,-0.8695267459986833,-2.832896298538265,No,0.17913209957869525,1.50601419905848
2002-03-05 00:00:00+05:30,11.74,11.85,11.66,11.68,132350,0,0.17152658662091813,-0.6980001593777652,-2.826219291449016,No,0.1784077650112879,1.502313528230152
2002-03-06 00:00:00+05:30,11.73,11.77,11.58,11.6,242010,0,-0.6849315068493178,-1.382931666227083,-2.4869766998569567,No,0.09618497721503975,1.2915808385359981
2002-03-07 00:00:00+05:30,11.75,11.82,11.68,11.82,155600,0,1.8965517241379404,-1.382931666227083,-2.2953168165879343,No,0.2676484769219827,1.2814826467549585
2002-03-08 00:00:00+05:30,11.85,11.89,11.75,11.85,115490,0,0.2538071065989689,0.0,-2.1666528887391117,No,0.26633025117693376,1.2164915699580228
2002-03-11 00:00:00+05:30,11.85,11.85,11.6,11.64,111740,0,-1.7721518987341645,-1.7721518987341645,-2.4979121759938936,No,0.07218909404254348,1.2850506350182185
2002-03-12 00:00:00+05:30,11.63,11.63,11.42,11.44,258340,0,-1.718213058419249,-3.4903649571534134,-2.7969858522607,Yes,-0.09832539666810342,1.3493302277962984
